Continent,Geographic Area,Indicator,Sex,TIME_PERIOD,CATEGORY,OBS_VALUE,Unit of Measure
America,North America,Weight-for-age <-2 SD (Underweight),Total,1997,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1998,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1999,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2000,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2001,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2002,4,38,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2003,1,58,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2004,1,59,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2005,1,60,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2006,1,61,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2007,1,62,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2008,1,63,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2009,1,64,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2010,1,65,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2011,1,66,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2012,1,58,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2013,1,59,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2014,1,60,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2015,1,61,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2016,1,62,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2017,1,63,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2018,1,64,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2019,1,65,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2020,1,66,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,2,52,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,2,53,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,2,54,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,2,55,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,2,56,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,2,57,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,38,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,44,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,44,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,4,35,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,4,34,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,4,33,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,4,32,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,4,32,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,4,31,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,4,30,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,4,29,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,4,29,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,4,28,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,4,27,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,4,27,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,4,26,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,38,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,38,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,1,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,1,59,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,1,60,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,1,61,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,1,62,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,1,63,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,1,64,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,1,65,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,1,66,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,1,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,1,59,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,1,60,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,1,61,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,1,62,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,1,63,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,1,64,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,1,65,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,1,66,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,1,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,1,59,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,1,60,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,1,61,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,1,62,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,1,63,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,1,64,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,1,65,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,1,66,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,1,58,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,1,59,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,1,60,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,1,61,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,1,62,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,1,63,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,1,64,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,1,65,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,1,66,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,2,54,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,2,55,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,2,56,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,2,57,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,2,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,2,50,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,3,49,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,3,48,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,3,47,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,3,46,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,44,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,43,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,42,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,41,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,39,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,4,37,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,4,36,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,4,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,4,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,4,34,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,4,33,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,4,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,4,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,4,31,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,4,30,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,4,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,4,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,4,28,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,4,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,4,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,4,26,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1995,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1996,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1997,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1998,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1999,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2000,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2001,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2002,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2003,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2004,3,38,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2005,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2006,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2007,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2008,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2014,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,44,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2020,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1985,3,46,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1986,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1987,3,42,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1988,3,40,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1989,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1990,4,36,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1991,4,34,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1992,4,32,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1993,4,30,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1994,4,28,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1995,4,27,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1996,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1997,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1998,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1999,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2000,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2001,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2002,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2003,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2004,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2005,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2006,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2007,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2008,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2009,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2010,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2011,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2012,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2013,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2014,3,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2015,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2016,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2017,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2018,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2019,3,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2020,3,44,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1985,1,58,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1986,1,59,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1987,1,60,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1988,1,61,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1989,1,62,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1990,1,63,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1991,1,64,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1992,1,65,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1993,1,66,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1994,1,58,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1995,1,59,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1996,1,60,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1997,1,61,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1998,1,62,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1999,1,63,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2000,1,64,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2001,1,65,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2002,1,66,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2003,1,58,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2004,1,59,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2005,1,60,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2006,1,61,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2007,1,62,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2008,1,63,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2009,1,64,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2010,1,65,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2011,1,66,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2012,2,53,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2013,2,54,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2014,2,55,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2015,2,56,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2016,2,57,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2017,2,50,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2018,2,51,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2019,2,52,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2020,2,53,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1985,2,54,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1986,2,55,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1987,2,56,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1988,2,57,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1989,2,50,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1990,2,51,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1991,2,52,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1992,2,53,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1993,2,54,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1994,2,55,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1995,2,56,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1996,2,57,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1997,2,50,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1998,2,51,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1999,2,52,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2000,2,53,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2001,2,54,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2002,2,55,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2003,2,56,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2004,2,57,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2005,2,50,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2006,2,51,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2007,2,52,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2008,2,53,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2009,2,54,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2010,2,55,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2011,2,56,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2012,2,57,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2013,2,50,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2014,2,51,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2015,2,52,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2016,2,53,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2017,2,54,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2018,2,55,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2019,2,56,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2020,2,57,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1985,4,37,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1986,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1987,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1988,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1989,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1990,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1991,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1992,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1993,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1994,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1995,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1996,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1997,4,38,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1998,2,50,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1999,2,51,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,2000,2,52,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,2001,2,53,Percent
