Continent,Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2016,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2017,4,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
America,Central America,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1985,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1986,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1987,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1988,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1989,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1990,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1991,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1992,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1993,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1994,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1995,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1996,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1997,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1998,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,1999,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2000,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2001,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2002,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2003,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2004,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2005,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2006,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2007,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2008,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2009,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2010,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2011,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2012,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2013,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2014,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2015,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2016,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2017,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2018,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2019,1,Percent
America,North America,Weight-for-age <-2 SD (Underweight),Total,2020,1,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,25,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,24,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,23,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,21,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,20,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,19,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,18,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,18,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,17,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,17,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,16,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,16,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,15,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,15,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,14,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,13,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,12,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,12,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,12,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,11,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,11,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,11,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,10,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,10,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,9,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,9,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,9,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,8,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,8,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,8,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,7,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,7,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,7,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,7,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,6,Percent
Eurasia,Eastern and South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,6,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,35,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,34,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,33,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,32,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,32,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,31,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,30,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,29,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,29,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,28,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,27,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,27,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,26,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,25,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,25,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,24,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,23,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,23,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,22,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,22,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,21,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,20,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,20,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,19,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,19,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,18,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,18,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,17,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,17,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,16,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,16,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,15,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,15,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,15,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,14,Percent
Eurasia,South-Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,14,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,10,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,9,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,8,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,7,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,6,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
America,Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,54,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,53,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,52,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,51,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,50,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,49,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,48,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,47,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,46,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,45,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,44,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,43,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,42,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,41,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,40,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,39,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,38,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,37,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,36,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,35,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,34,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,33,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,32,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,31,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,30,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,29,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,28,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,27,Percent
Eurasia,Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,26,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1995,11,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1996,10,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1998,9,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2000,8,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2001,8,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2002,7,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2003,7,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2004,7,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2010,5,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
Eurasia,Central Asia,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1985,46,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1986,44,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1988,40,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1989,38,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1990,36,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1991,34,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1992,32,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1993,30,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1994,28,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1995,27,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1996,25,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1997,23,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1998,22,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,1999,21,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2000,19,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2001,18,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2002,17,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2003,16,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2004,14,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2005,13,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2006,12,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2007,12,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2008,11,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2009,10,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2010,9,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2011,9,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2012,8,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2013,7,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2014,7,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2015,6,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2016,6,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2017,5,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2018,5,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2019,5,Percent
Eurasia,Eastern Asia,Height-for-age <-2 SD (stunting),Total,2020,4,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1985,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1986,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1987,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1988,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1989,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1990,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1991,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1992,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1993,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1994,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1995,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1996,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1997,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1998,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,1999,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2000,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2001,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2002,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2003,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2004,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2005,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2006,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2007,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2008,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2009,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2010,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2011,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2012,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2013,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2014,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2015,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2016,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2017,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2018,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2019,3,Percent
America,Northern America,Height-for-age <-2 SD (stunting),Total,2020,3,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1985,24,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1986,23,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1987,23,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1988,22,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1989,21,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1990,21,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1991,20,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1992,20,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1993,19,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1994,18,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1995,18,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1996,17,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1997,17,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1998,16,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,1999,16,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2000,15,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2001,15,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2002,14,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2003,14,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2004,13,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2005,13,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2006,13,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2007,12,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2008,12,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2009,11,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2010,11,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2011,11,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2012,10,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2013,10,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2014,10,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2015,9,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2016,9,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2017,9,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2018,8,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2019,8,Percent
America,Caribbean,Height-for-age <-2 SD (stunting),Total,2020,8,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1985,36,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1986,35,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1987,35,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1988,34,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1989,33,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1990,32,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1991,31,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1992,30,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1993,29,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1994,28,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1995,28,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1996,27,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1997,26,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1998,25,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,1999,24,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,2000,24,Percent
America,Central America,Height-for-age <-2 SD (stunting),Total,2001,23,Percent
